"","date","meantemp","order","transformed"
"1",2013-01-01,10,1,0.122270742374097
"2",2013-01-02,7.4,2,0.0427947598309338
"3",2013-01-03,7.166666667,3,0.0356622998693008
"4",2013-01-04,8.666666667,4,0.0815138282595869
"5",2013-01-05,6,5,0
"6",2013-01-06,7,6,0.0305676855935242
"7",2013-01-07,7,7,0.0305676855935242
"8",2013-01-08,8.857142857,8,0.0873362445485593
"9",2013-01-09,14,9,0.244541484748193
"10",2013-01-10,11,10,0.152838427967621
"11",2013-01-11,15.71428571,11,0.296943231348945
"12",2013-01-12,14,12,0.244541484748193
"13",2013-01-13,15.83333333,13,0.300582241567762
"14",2013-01-14,12.83333333,14,0.208879184787189
"15",2013-01-15,14.71428571,15,0.26637554575542
"16",2013-01-16,13.83333333,16,0.239446870380714
"17",2013-01-17,16.5,17,0.320960698732004
"18",2013-01-18,13.83333333,18,0.239446870380714
"19",2013-01-19,12.5,19,0.198689956357907
"20",2013-01-20,11.28571429,20,0.161572052553918
"21",2013-01-21,11.2,21,0.158951965086326
"22",2013-01-22,9.5,22,0.106986899577335
"23",2013-01-23,14,23,0.244541484748193
"24",2013-01-24,13.83333333,24,0.239446870380714
"25",2013-01-25,12.25,25,0.191048034959526
"26",2013-01-26,12.66666667,26,0.203784570725387
"27",2013-01-27,12.85714286,27,0.209606987014359
"28",2013-01-28,14.83333333,28,0.270014555974238
"29",2013-01-29,14.125,29,0.248362445447384
"30",2013-01-30,14.71428571,30,0.26637554575542
"31",2013-01-31,16.2,31,0.311790393053946
"32",2013-02-01,16,32,0.305676855935242
"33",2013-02-02,16.28571429,33,0.314410480521539
"34",2013-02-03,18,34,0.36681222712229
"35",2013-02-04,17.42857143,35,0.349344978255373
"36",2013-02-05,16.625,36,0.324781659431194
"37",2013-02-06,16.66666667,37,0.326055313099483
"38",2013-02-07,15.6,38,0.293449781697832
"39",2013-02-08,14,39,0.244541484748193
"40",2013-02-09,15.42857143,40,0.288209607068324
"41",2013-02-10,15.25,41,0.282751091740098
"42",2013-02-11,15.875,42,0.301855895236051
"43",2013-02-12,15.33333333,43,0.285298398771
"44",2013-02-13,16.28571429,44,0.314410480521539
"45",2013-02-14,17.33333333,45,0.346433769958048
"46",2013-02-15,19.16666667,46,0.402474527083294
"47",2013-02-16,14.42857143,47,0.2576419214748
"48",2013-02-17,13.66666667,48,0.234352256318911
"49",2013-02-18,15.6,49,0.293449781697832
"50",2013-02-19,15.85714286,50,0.301310043794931
"51",2013-02-20,17.71428571,51,0.358078602535993
"52",2013-02-21,20,52,0.427947598309338
"53",2013-02-22,20.5,53,0.4432314411061
"54",2013-02-23,17.42857143,54,0.349344978255373
"55",2013-02-24,16.85714286,55,0.331877729388456
"56",2013-02-25,16.875,56,0.332423580829575
"57",2013-02-26,17.85714286,57,0.36244541498198
"58",2013-02-27,20.8,58,0.452401746784157
"59",2013-02-28,19.42857143,59,0.410480349442421
"60",2013-03-01,17.33333333,60,0.346433769958048
"61",2013-03-02,19,61,0.397379912715814
"62",2013-03-03,19.33333333,62,0.407569141145096
"63",2013-03-04,17.6,63,0.35458515288488
"64",2013-03-05,20.875,64,0.454694323203672
"65",2013-03-06,20.85714286,65,0.454148471762552
"66",2013-03-07,23.42857143,66,0.532751091816518
"67",2013-03-08,24.16666667,67,0.555312955050914
"68",2013-03-09,25.42857143,68,0.593886463003566
"69",2013-03-10,23.14285714,69,0.524017467230221
"70",2013-03-11,24,70,0.550218340683435
"71",2013-03-12,23.5,71,0.534934497886673
"72",2013-03-13,21.5,72,0.473799126699624
"73",2013-03-14,22.33333333,73,0.499272197925669
"74",2013-03-15,24.16666667,74,0.555312955050914
"75",2013-03-16,20.33333333,75,0.438136826738621
"76",2013-03-17,22.66666667,76,0.509461426660628
"77",2013-03-18,23.42857143,77,0.532751091816518
"78",2013-03-19,22.5,78,0.504366812293149
"79",2013-03-20,29.16666667,79,0.708151383018535
"80",2013-03-21,23.83333333,80,0.545123726315955
"81",2013-03-22,25.25,81,0.58842794767534
"82",2013-03-23,27.375,82,0.653384279561579
"83",2013-03-24,27,83,0.641921397464007
"84",2013-03-25,23.5,84,0.534934497886673
"85",2013-03-26,24.14285714,85,0.554585152823745
"86",2013-03-27,21,86,0.458515283902862
"87",2013-03-28,22.42857143,87,0.502183406222994
"88",2013-03-29,21.25,88,0.466157205301243
"89",2013-03-30,23.5,89,0.534934497886673
"90",2013-03-31,23.2,90,0.525764192208615
"91",2013-04-01,25.375,91,0.59224890837453
"92",2013-04-02,25.16666667,92,0.585880640644439
"93",2013-04-03,26.2,93,0.617467248989188
"94",2013-04-04,24.6,94,0.568558952039549
"95",2013-04-05,25.6,95,0.599126637633073
"96",2013-04-06,25.85714286,96,0.606986899730173
"97",2013-04-07,29.14285714,97,0.707423580791366
"98",2013-04-08,28.71428571,98,0.694323144064758
"99",2013-04-09,30.16666667,99,0.738719068612059
"100",2013-04-10,30,100,0.73362445424458
"101",2013-04-11,30,101,0.73362445424458
"102",2013-04-12,28.85714286,102,0.698689956510745
"103",2013-04-13,30.2,103,0.739737991363284
"104",2013-04-14,28.25,104,0.680131004455912
"105",2013-04-15,28.25,105,0.680131004455912
"106",2013-04-16,32.125,106,0.798580786130819
"107",2013-04-17,29.2,107,0.70917030576976
"108",2013-04-18,30.28571429,108,0.742358078830877
"109",2013-04-19,28.28571429,109,0.681222707643828
"110",2013-04-20,30.625,110,0.752729257740532
"111",2013-04-21,27.66666667,111,0.662299854628249
"112",2013-04-22,27.375,112,0.653384279561579
"113",2013-04-23,28.625,113,0.691593886553484
"114",2013-04-24,30.28571429,114,0.742358078830877
"115",2013-04-25,31.14285714,115,0.768558951978414
"116",2013-04-26,29.875,116,0.729803493545389
"117",2013-04-27,31.14285714,117,0.768558951978414
"118",2013-04-28,30.57142857,118,0.751091703111497
"119",2013-04-29,32.125,119,0.798580786130819
"120",2013-04-30,31.14285714,120,0.768558951978414
"121",2013-05-01,31.85714286,121,0.790393013291318
"122",2013-05-02,29.83333333,122,0.7285298398771
"123",2013-05-03,28.57142857,123,0.689956331924448
"124",2013-05-04,32.85714286,124,0.820960698884842
"125",2013-05-05,32.625,125,0.813864628927581
"126",2013-05-06,32.75,126,0.817685589626771
"127",2013-05-07,32.875,127,0.821506550325962
"128",2013-05-08,34.5,128,0.871179039415438
"129",2013-05-09,34.28571429,129,0.864628821204973
"130",2013-05-10,34,130,0.855895196618676
"131",2013-05-11,30.75,131,0.756550218439723
"132",2013-05-12,29.85714286,132,0.72925764210427
"133",2013-05-13,31.71428571,133,0.786026200845331
"134",2013-05-14,32.28571429,134,0.803493450017925
"135",2013-05-15,33,135,0.825327511025152
"136",2013-05-16,33,136,0.825327511025152
"137",2013-05-17,32.83333333,137,0.820232896657673
"138",2013-05-18,31.4,138,0.776419214075513
"139",2013-05-19,35.33333333,139,0.896652110641483
"140",2013-05-20,36.4,140,0.929257642043134
"141",2013-05-21,36,141,0.917030567805725
"142",2013-05-22,36.75,142,0.939956332000868
"143",2013-05-23,37.5,143,0.962882096196011
"144",2013-05-24,38.42857143,144,0.99126637571938
"145",2013-05-25,38.71428571,145,1
"146",2013-05-26,37.8,146,0.972052401874068
"147",2013-05-27,35.85714286,147,0.912663755665415
"148",2013-05-28,35.33333333,148,0.896652110641483
"149",2013-05-29,34.14285714,149,0.860262008758986
"150",2013-05-30,32.2,150,0.800873362550333
"151",2013-05-31,33.625,151,0.844432314521105
"152",2013-06-01,32,152,0.794759825431628
"153",2013-06-02,32.4,153,0.806986899669038
"154",2013-06-03,35.6,154,0.904803493568315
"155",2013-06-04,35.85714286,155,0.912663755665415
"156",2013-06-05,37.16666667,156,0.952692867766728
"157",2013-06-06,31.28571429,157,0.772925764424401
"158",2013-06-07,34,158,0.855895196618676
"159",2013-06-08,34.2,159,0.862008733737381
"160",2013-06-09,36.16666667,160,0.922125182173204
"161",2013-06-10,36.625,161,0.936135371301677
"162",2013-06-11,30.16666667,162,0.738719068612059
"163",2013-06-12,34.14285714,163,0.860262008758986
"164",2013-06-13,29.83333333,164,0.7285298398771
"165",2013-06-14,30.14285714,165,0.73799126638489
"166",2013-06-15,30.71428571,166,0.755458515251807
"167",2013-06-16,27,167,0.641921397464007
"168",2013-06-17,26.875,168,0.638100436764817
"169",2013-06-18,28.4,169,0.684716157294941
"170",2013-06-19,29.85714286,170,0.72925764210427
"171",2013-06-20,33,171,0.825327511025152
"172",2013-06-21,34.83333333,172,0.881368267844721
"173",2013-06-22,35.6,173,0.904803493568315
"174",2013-06-23,35.16666667,174,0.89155749657968
"175",2013-06-24,33.14285714,175,0.829694323165462
"176",2013-06-25,30.57142857,176,0.751091703111497
"177",2013-06-26,30.66666667,177,0.754002911408821
"178",2013-06-27,31.42857143,178,0.777292576564711
"179",2013-06-28,31.5,179,0.779475982634866
"180",2013-06-29,33.25,180,0.832969432423533
"181",2013-06-30,32.83333333,181,0.820232896657673
"182",2013-07-01,33.85714286,182,0.851528384478366
"183",2013-07-02,33.14285714,183,0.829694323165462
"184",2013-07-03,31.57142857,184,0.781659388705021
"185",2013-07-04,32.375,185,0.8062227075292
"186",2013-07-05,32.8,186,0.819213973906447
"187",2013-07-06,31,187,0.764192139838104
"188",2013-07-07,31.16666667,188,0.769286754205583
"189",2013-07-08,29.83333333,189,0.7285298398771
"190",2013-07-09,29,190,0.703056768651055
"191",2013-07-10,29.75,191,0.725982532846199
"192",2013-07-11,32.5,192,0.81004366822839
"193",2013-07-12,28.875,193,0.699235807951865
"194",2013-07-13,31.75,194,0.787117904033247
"195",2013-07-14,30.75,195,0.756550218439723
"196",2013-07-15,31.75,196,0.787117904033247
"197",2013-07-16,29.875,197,0.729803493545389
"198",2013-07-17,31.125,198,0.768013100537294
"199",2013-07-18,31.75,199,0.787117904033247
"200",2013-07-19,30.5,200,0.748908297041342
"201",2013-07-20,26.83333333,201,0.636826783096528
"202",2013-07-21,28.2,202,0.678602620176236
"203",2013-07-22,29.5,203,0.718340611447818
"204",2013-07-23,31.85714286,204,0.790393013291318
"205",2013-07-24,29.71428571,205,0.724890829658283
"206",2013-07-25,28.33333333,206,0.682678311486814
"207",2013-07-26,30,207,0.73362445424458
"208",2013-07-27,30.14285714,208,0.73799126638489
"209",2013-07-28,32.28571429,209,0.803493450017925
"210",2013-07-29,31,210,0.764192139838104
"211",2013-07-30,30.5,211,0.748908297041342
"212",2013-07-31,28.83333333,212,0.697962154283576
"213",2013-08-01,30,213,0.73362445424458
"214",2013-08-02,31.57142857,214,0.781659388705021
"215",2013-08-03,32.5,215,0.81004366822839
"216",2013-08-04,32.5,216,0.81004366822839
"217",2013-08-05,29.5,217,0.718340611447818
"218",2013-08-06,27.16666667,218,0.647016011831487
"219",2013-08-07,28.375,219,0.683951965155103
"220",2013-08-08,28.5,220,0.687772925854293
"221",2013-08-09,27.16666667,221,0.647016011831487
"222",2013-08-10,29.42857143,222,0.716157205377663
"223",2013-08-11,30,223,0.73362445424458
"224",2013-08-12,29.5,224,0.718340611447818
"225",2013-08-13,30.75,225,0.756550218439723
"226",2013-08-14,29.66666667,226,0.723435225815297
"227",2013-08-15,27.71428571,227,0.663755458471234
"228",2013-08-16,26.6,228,0.629694323226598
"229",2013-08-17,27.42857143,229,0.655021834190614
"230",2013-08-18,28.33333333,230,0.682678311486814
"231",2013-08-19,28.16666667,231,0.677583697425011
"232",2013-08-20,27.375,232,0.653384279561579
"233",2013-08-21,28.33333333,233,0.682678311486814
"234",2013-08-22,29.16666667,234,0.708151383018535
"235",2013-08-23,31.28571429,235,0.772925764424401
"236",2013-08-24,32,236,0.794759825431628
"237",2013-08-25,29,237,0.703056768651055
"238",2013-08-26,32,238,0.794759825431628
"239",2013-08-27,32.14285714,239,0.799126637571938
"240",2013-08-28,30.14285714,240,0.73799126638489
"241",2013-08-29,31.5,241,0.779475982634866
"242",2013-08-30,29.16666667,242,0.708151383018535
"243",2013-08-31,29,243,0.703056768651055
"244",2013-09-01,30,244,0.73362445424458
"245",2013-09-02,31.85714286,245,0.790393013291318
"246",2013-09-03,32.75,246,0.817685589626771
"247",2013-09-04,31.71428571,247,0.786026200845331
"248",2013-09-05,31.66666667,248,0.784570597002346
"249",2013-09-06,30.57142857,249,0.751091703111497
"250",2013-09-07,30.83333333,250,0.759097525470624
"251",2013-09-08,28,251,0.672489083057531
"252",2013-09-09,31,252,0.764192139838104
"253",2013-09-10,29.66666667,253,0.723435225815297
"254",2013-09-11,30.85714286,254,0.759825327697794
"255",2013-09-12,31.16666667,255,0.769286754205583
"256",2013-09-13,31.14285714,256,0.768558951978414
"257",2013-09-14,30.5,257,0.748908297041342
"258",2013-09-15,31.625,258,0.783296943334056
"259",2013-09-16,29.66666667,259,0.723435225815297
"260",2013-09-17,29.25,260,0.710698690049437
"261",2013-09-18,29.14285714,261,0.707423580791366
"262",2013-09-19,29.8,262,0.727510917125875
"263",2013-09-20,28.66666667,263,0.692867540221773
"264",2013-09-21,25.2,264,0.586899563395664
"265",2013-09-22,28.33333333,265,0.682678311486814
"266",2013-09-23,30.28571429,266,0.742358078830877
"267",2013-09-24,30.75,267,0.756550218439723
"268",2013-09-25,28.57142857,268,0.689956331924448
"269",2013-09-26,28.2,269,0.678602620176236
"270",2013-09-27,29,270,0.703056768651055
"271",2013-09-28,30,271,0.73362445424458
"272",2013-09-29,28.14285714,272,0.676855895197841
"273",2013-09-30,26.85714286,273,0.637554585323697
"274",2013-10-01,28.28571429,274,0.681222707643828
"275",2013-10-02,29.2,275,0.70917030576976
"276",2013-10-03,28.6,276,0.690829694413646
"277",2013-10-04,24.83333333,277,0.575691411909479
"278",2013-10-05,28.5,278,0.687772925854293
"279",2013-10-06,29.75,279,0.725982532846199
"280",2013-10-07,29.71428571,280,0.724890829658283
"281",2013-10-08,29.2,281,0.70917030576976
"282",2013-10-09,30.83333333,282,0.759097525470624
"283",2013-10-10,29.42857143,283,0.716157205377663
"284",2013-10-11,23.85714286,284,0.545851528543125
"285",2013-10-12,26.14285714,285,0.615720524010793
"286",2013-10-13,27.16666667,286,0.647016011831487
"287",2013-10-14,27.71428571,287,0.663755458471234
"288",2013-10-15,25.85714286,288,0.606986899730173
"289",2013-10-16,26.42857143,289,0.62445414859709
"290",2013-10-17,26.85714286,290,0.637554585323697
"291",2013-10-18,26.33333333,291,0.621542940299765
"292",2013-10-19,24.57142857,292,0.567685589550352
"293",2013-10-20,24.33333333,293,0.560407569112717
"294",2013-10-21,24.875,294,0.576965065577768
"295",2013-10-22,27.8,295,0.666375545938827
"296",2013-10-23,25,296,0.580786026276959
"297",2013-10-24,23.85714286,297,0.545851528543125
"298",2013-10-25,22.8,298,0.513537117971206
"299",2013-10-26,23,299,0.519650655089911
"300",2013-10-27,22.875,300,0.51582969439072
"301",2013-10-28,22.66666667,301,0.509461426660628
"302",2013-10-29,23,302,0.519650655089911
"303",2013-10-30,22.85714286,303,0.515283842949601
"304",2013-10-31,23.66666667,304,0.540029112254152
"305",2013-11-01,23.42857143,305,0.532751091816518
"306",2013-11-02,21.625,306,0.477620087398815
"307",2013-11-03,20.625,307,0.447052401805291
"308",2013-11-04,21.16666667,308,0.463609898270342
"309",2013-11-05,18.83333333,309,0.392285298348334
"310",2013-11-06,20.57142857,310,0.445414847176255
"311",2013-11-07,20.14285714,311,0.432314410449648
"312",2013-11-08,18,312,0.36681222712229
"313",2013-11-09,19.85714286,313,0.423580786169028
"314",2013-11-10,16.83333333,314,0.331149927161286
"315",2013-11-11,18.85714286,315,0.393013100575504
"316",2013-11-12,16.57142857,316,0.323144104802159
"317",2013-11-13,17.75,317,0.359170305723909
"318",2013-11-14,17.625,318,0.355349345024718
"319",2013-11-15,17,319,0.336244541528766
"320",2013-11-16,16.625,320,0.324781659431194
"321",2013-11-17,15.57142857,321,0.292576419208634
"322",2013-11-18,18.5,322,0.382096069919052
"323",2013-11-19,17.875,323,0.362991266423099
"324",2013-11-20,18.25,324,0.374454148520671
"325",2013-11-21,17.875,325,0.362991266423099
"326",2013-11-22,17.625,326,0.355349345024718
"327",2013-11-23,18.14285714,327,0.3711790392626
"328",2013-11-24,19.125,328,0.401200873415004
"329",2013-11-25,21.25,329,0.466157205301243
"330",2013-11-26,21.25,330,0.466157205301243
"331",2013-11-27,19.125,331,0.401200873415004
"332",2013-11-28,18.625,332,0.385917030618242
"333",2013-11-29,17.75,333,0.359170305723909
"334",2013-11-30,17.875,334,0.362991266423099
"335",2013-12-01,18,335,0.36681222712229
"336",2013-12-02,17.25,336,0.343886462927147
"337",2013-12-03,17.5,337,0.351528384325528
"338",2013-12-04,17.14285714,338,0.340611353669076
"339",2013-12-05,17.14285714,339,0.340611353669076
"340",2013-12-06,16.125,340,0.309497816634432
"341",2013-12-07,16,341,0.305676855935242
"342",2013-12-08,16.5,342,0.320960698732004
"343",2013-12-09,16.125,343,0.309497816634432
"344",2013-12-10,15.5,344,0.290393013138479
"345",2013-12-11,16.625,345,0.324781659431194
"346",2013-12-12,17.75,346,0.359170305723909
"347",2013-12-13,17.14285714,347,0.340611353669076
"348",2013-12-14,16.14285714,348,0.310043668075552
"349",2013-12-15,15.5,349,0.290393013138479
"350",2013-12-16,15.25,350,0.282751091740098
"351",2013-12-17,14.75,351,0.267467248943336
"352",2013-12-18,14.875,352,0.271288209642527
"353",2013-12-19,16.125,353,0.309497816634432
"354",2013-12-20,15.375,354,0.286572052439289
"355",2013-12-21,14.75,355,0.267467248943336
"356",2013-12-22,15.25,356,0.282751091740098
"357",2013-12-23,14.25,357,0.252183406146574
"358",2013-12-24,13.5,358,0.229257641951431
"359",2013-12-25,13.66666667,359,0.234352256318911
"360",2013-12-26,12.125,360,0.187227074260335
"361",2013-12-27,11.875,361,0.179585152861954
"362",2013-12-28,10.875,362,0.14901746726843
"363",2013-12-29,10.57142857,363,0.139737991241014
"364",2013-12-30,12.375,364,0.194868995658716
"365",2013-12-31,14.5,365,0.259825327544955
"366",2014-01-01,13.375,366,0.225436681252241
"367",2014-01-02,11,367,0.152838427967621
"368",2014-01-03,12.5,368,0.198689956357907
"369",2014-01-04,12.875,369,0.210152838455479
"370",2014-01-05,12.375,370,0.194868995658716
"371",2014-01-06,11.42857143,371,0.165938864694228
"372",2014-01-07,12.14285714,372,0.187772925701455
"373",2014-01-08,11.875,373,0.179585152861954
"374",2014-01-09,12.83333333,374,0.208879184787189
"375",2014-01-10,12.375,375,0.194868995658716
"376",2014-01-11,12.125,376,0.187227074260335
"377",2014-01-12,12.875,377,0.210152838455479
"378",2014-01-13,14,378,0.244541484748193
"379",2014-01-14,14.875,379,0.271288209642527
"380",2014-01-15,12,380,0.183406113561145
"381",2014-01-16,12.28571429,381,0.192139738147442
"382",2014-01-17,12,382,0.183406113561145
"383",2014-01-18,12.5,383,0.198689956357907
"384",2014-01-19,14.5,384,0.259825327544955
"385",2014-01-20,14.625,385,0.263646288244146
"386",2014-01-21,13.57142857,386,0.231441048021586
"387",2014-01-22,15.25,387,0.282751091740098
"388",2014-01-23,15.625,388,0.29421397383767
"389",2014-01-24,13.875,389,0.240720524049003
"390",2014-01-25,11.75,390,0.175764192162764
"391",2014-01-26,14.375,391,0.256004366845765
"392",2014-01-27,16.625,392,0.324781659431194
"393",2014-01-28,16.625,393,0.324781659431194
"394",2014-01-29,14.875,394,0.271288209642527
"395",2014-01-30,14.5,395,0.259825327544955
"396",2014-01-31,14.75,396,0.267467248943336
"397",2014-02-01,14,397,0.244541484748193
"398",2014-02-02,15.25,398,0.282751091740098
"399",2014-02-03,18.42857143,399,0.379912663848897
"400",2014-02-04,18.85714286,400,0.393013100575504
"401",2014-02-05,17,401,0.336244541528766
"402",2014-02-06,18.5,402,0.382096069919052
"403",2014-02-07,19.625,403,0.416484716211767
"404",2014-02-08,13.625,404,0.233078602650622
"405",2014-02-09,12.875,405,0.210152838455479
"406",2014-02-10,12.625,406,0.202510917057098
"407",2014-02-11,13.375,407,0.225436681252241
"408",2014-02-12,13.25,408,0.22161572055305
"409",2014-02-13,15.25,409,0.282751091740098
"410",2014-02-14,13,410,0.213973799154669
"411",2014-02-15,12.375,411,0.194868995658716
"412",2014-02-16,13.5,412,0.229257641951431
"413",2014-02-17,15.125,413,0.278930131040908
"414",2014-02-18,15.25,414,0.282751091740098
"415",2014-02-19,15.125,415,0.278930131040908
"416",2014-02-20,16.125,416,0.309497816634432
"417",2014-02-21,17.125,417,0.340065502227956
"418",2014-02-22,16.625,418,0.324781659431194
"419",2014-02-23,16.5,419,0.320960698732004
"420",2014-02-24,16.375,420,0.317139738032813
"421",2014-02-25,18.125,421,0.37063318782148
"422",2014-02-26,18.75,422,0.389737991317433
"423",2014-02-27,18.625,423,0.385917030618242
"424",2014-02-28,15.625,424,0.29421397383767
"425",2014-03-01,16.14285714,425,0.310043668075552
"426",2014-03-02,16.125,426,0.309497816634432
"427",2014-03-03,17.875,427,0.362991266423099
"428",2014-03-04,18.75,428,0.389737991317433
"429",2014-03-05,18.875,429,0.393558952016623
"430",2014-03-06,18.375,430,0.378275109219861
"431",2014-03-07,18.5,431,0.382096069919052
"432",2014-03-08,19.875,432,0.424126637610148
"433",2014-03-09,22,433,0.489082969496386
"434",2014-03-10,20,434,0.427947598309338
"435",2014-03-11,20.71428571,435,0.449781659316565
"436",2014-03-12,20,436,0.427947598309338
"437",2014-03-13,19,437,0.397379912715814
"438",2014-03-14,19.625,438,0.416484716211767
"439",2014-03-15,21.625,439,0.477620087398815
"440",2014-03-16,23.125,440,0.523471615789101
"441",2014-03-17,26.25,441,0.618995633268864
"442",2014-03-18,24.85714286,442,0.576419214136649
"443",2014-03-19,21.75,443,0.481441048098005
"444",2014-03-20,21.5,444,0.473799126699624
"445",2014-03-21,22.5,445,0.504366812293149
"446",2014-03-22,25,446,0.580786026276959
"447",2014-03-23,22.75,447,0.51200873369153
"448",2014-03-24,22.375,448,0.500545851593958
"449",2014-03-25,24.625,449,0.569323144179387
"450",2014-03-26,25.125,450,0.584606986976149
"451",2014-03-27,23.5,451,0.534934497886673
"452",2014-03-28,24.42857143,452,0.563318777410042
"453",2014-03-29,25.875,453,0.607532751171293
"454",2014-03-30,24.125,454,0.554039301382625
"455",2014-03-31,24.125,455,0.554039301382625
"456",2014-04-01,24.875,456,0.576965065577768
"457",2014-04-02,26.75,457,0.634279476065626
"458",2014-04-03,25,458,0.580786026276959
"459",2014-04-04,25.85714286,459,0.606986899730173
"460",2014-04-05,27.375,460,0.653384279561579
"461",2014-04-06,30.125,461,0.73744541494377
"462",2014-04-07,27.25,462,0.649563318862388
"463",2014-04-08,25.75,463,0.603711790472102
"464",2014-04-09,25.75,464,0.603711790472102
"465",2014-04-10,26.375,465,0.622816593968055
"466",2014-04-11,28.14285714,466,0.676855895197841
"467",2014-04-12,29.125,467,0.706877729350246
"468",2014-04-13,26.875,468,0.638100436764817
"469",2014-04-14,27.625,469,0.66102620095996
"470",2014-04-15,29,470,0.703056768651055
"471",2014-04-16,27.125,471,0.645742358163198
"472",2014-04-17,26.375,472,0.622816593968055
"473",2014-04-18,24.25,473,0.557860262081816
"474",2014-04-19,25.625,474,0.599890829772912
"475",2014-04-20,27,475,0.641921397464007
"476",2014-04-21,28,476,0.672489083057531
"477",2014-04-22,29.375,477,0.714519650748627
"478",2014-04-23,29.125,478,0.706877729350246
"479",2014-04-24,29.375,479,0.714519650748627
"480",2014-04-25,30.625,480,0.752729257740532
"481",2014-04-26,31.5,481,0.779475982634866
"482",2014-04-27,30.625,482,0.752729257740532
"483",2014-04-28,31.5,483,0.779475982634866
"484",2014-04-29,32.125,484,0.798580786130819
"485",2014-04-30,33.25,485,0.832969432423533
"486",2014-05-01,34.875,486,0.88264192151301
"487",2014-05-02,34.375,487,0.867358078716248
"488",2014-05-03,31.75,488,0.787117904033247
"489",2014-05-04,31.875,489,0.790938864732437
"490",2014-05-05,29.75,490,0.725982532846199
"491",2014-05-06,29.57142857,491,0.720524017517973
"492",2014-05-07,31.75,492,0.787117904033247
"493",2014-05-08,31.375,493,0.775655021935675
"494",2014-05-09,30.5,494,0.748908297041342
"495",2014-05-10,30,495,0.73362445424458
"496",2014-05-11,29.625,496,0.722161572147008
"497",2014-05-12,28,497,0.672489083057531
"498",2014-05-13,25.25,498,0.58842794767534
"499",2014-05-14,26.875,499,0.638100436764817
"500",2014-05-15,29.5,500,0.718340611447818
"501",2014-05-16,31.125,501,0.768013100537294
"502",2014-05-17,29.875,502,0.729803493545389
"503",2014-05-18,31.5,503,0.779475982634866
"504",2014-05-19,32.375,504,0.8062227075292
"505",2014-05-20,31.125,505,0.768013100537294
"506",2014-05-21,33,506,0.825327511025152
"507",2014-05-22,33.25,507,0.832969432423533
"508",2014-05-23,34.625,508,0.875000000114629
"509",2014-05-24,31.5,509,0.779475982634866
"510",2014-05-25,31.5,510,0.779475982634866
"511",2014-05-26,30.125,511,0.73744541494377
"512",2014-05-27,31.875,512,0.790938864732437
"513",2014-05-28,33.625,513,0.844432314521105
"514",2014-05-29,35.25,514,0.894104803610581
"515",2014-05-30,33.125,515,0.829148471724343
"516",2014-05-31,34.625,516,0.875000000114629
"517",2014-06-01,32.75,517,0.817685589626771
"518",2014-06-02,32.75,518,0.817685589626771
"519",2014-06-03,34.875,519,0.88264192151301
"520",2014-06-04,35.25,520,0.894104803610581
"521",2014-06-05,36.875,521,0.943777292700058
"522",2014-06-06,37.5,522,0.962882096196011
"523",2014-06-07,38.5,523,0.993449781789535
"524",2014-06-08,37.625,524,0.966703056895201
"525",2014-06-09,37.875,525,0.974344978293582
"526",2014-06-10,37.25,526,0.95524017479763
"527",2014-06-11,37.625,527,0.966703056895201
"528",2014-06-12,32.875,528,0.821506550325962
"529",2014-06-13,30.25,529,0.741266375642961
"530",2014-06-14,30.5,530,0.748908297041342
"531",2014-06-15,33.875,531,0.852074235919486
"532",2014-06-16,36.375,532,0.928493449903296
"533",2014-06-17,36.875,533,0.943777292700058
